"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1021","User can login successfully","Firefox","2026-05-30","passed","2026-05-30","Login Feature","login.spec.ts","",""
"","2277","has title","Firefox","2026-05-30","passed","2026-05-30","","example.spec.ts","",""
"","2792","get started link","Firefox","2026-05-30","passed","2026-05-30","","example.spec.ts","",""
"","4259","has title","WebKit","2026-05-30","passed","2026-05-30","","example.spec.ts","",""
"","955","get started link","Chromium","2026-05-30","passed","2026-05-30","","example.spec.ts","",""
"","75","Validate GET users API","WebKit","2026-05-30","passed","2026-05-30","API Tests - ReqRes","api.spec.ts","",""
"","332","Validate GET users API","Chromium","2026-05-30","passed","2026-05-30","API Tests - ReqRes","api.spec.ts","",""
"","87","Validate GET users API","Firefox","2026-05-30","passed","2026-05-30","API Tests - ReqRes","api.spec.ts","",""
"","7608","get started link","WebKit","2026-05-30","passed","2026-05-30","","example.spec.ts","",""
"","2031","User can login successfully","WebKit","2026-05-30","passed","2026-05-30","Login Feature","login.spec.ts","",""
"","728","has title","Chromium","2026-05-30","passed","2026-05-30","","example.spec.ts","",""
"","815","User can login successfully","Chromium","2026-05-30","passed","2026-05-30","Login Feature","login.spec.ts","",""
