"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","84","Validate GET users API","Firefox","2026-06-23","passed","2026-06-23","API Tests - ReqRes","api.spec.ts","",""
"","834","User can login successfully","Chromium","2026-06-23","passed","2026-06-23","Login Feature","login.spec.ts","",""
"","2293","User can login successfully","WebKit","2026-06-23","passed","2026-06-23","Login Feature","login.spec.ts","",""
"","964","get started link","Chromium","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","1072","User can login successfully","Firefox","2026-06-23","passed","2026-06-23","Login Feature","login.spec.ts","",""
"","2328","has title","Firefox","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","7903","has title","WebKit","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","10802","get started link","WebKit","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","2641","get started link","Firefox","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
"","260","Validate GET users API","Chromium","2026-06-23","passed","2026-06-23","API Tests - ReqRes","api.spec.ts","",""
"","96","Validate GET users API","WebKit","2026-06-23","passed","2026-06-23","API Tests - ReqRes","api.spec.ts","",""
"","861","has title","Chromium","2026-06-23","passed","2026-06-23","","example.spec.ts","",""
