"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1014","User can login successfully","Firefox","2026-03-16","passed","2026-03-16","Login Feature","login.spec.ts","",""
"","1862","get started link","Chromium","2026-03-16","passed","2026-03-16","","example.spec.ts","",""
"","398","Validate GET users API","Chromium","2026-03-16","passed","2026-03-16","API Tests - ReqRes","api.spec.ts","",""
"","13102","has title","WebKit","2026-03-16","passed","2026-03-16","","example.spec.ts","",""
"","16356","get started link","WebKit","2026-03-16","passed","2026-03-16","","example.spec.ts","",""
"","224","Validate GET users API","Firefox","2026-03-16","passed","2026-03-16","API Tests - ReqRes","api.spec.ts","",""
"","2221","User can login successfully","WebKit","2026-03-16","passed","2026-03-16","Login Feature","login.spec.ts","",""
"","2745","get started link","Firefox","2026-03-16","passed","2026-03-16","","example.spec.ts","",""
"","741","has title","Chromium","2026-03-16","passed","2026-03-16","","example.spec.ts","",""
"","658","User can login successfully","Chromium","2026-03-16","passed","2026-03-16","Login Feature","login.spec.ts","",""
"","2341","has title","Firefox","2026-03-16","passed","2026-03-16","","example.spec.ts","",""
"","229","Validate GET users API","WebKit","2026-03-16","passed","2026-03-16","API Tests - ReqRes","api.spec.ts","",""
