"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2338","has title","Firefox","2026-03-03","passed","2026-03-03","","example.spec.ts","",""
"","2783","get started link","Firefox","2026-03-03","passed","2026-03-03","","example.spec.ts","",""
"","1648","User can login successfully","WebKit","2026-03-03","passed","2026-03-03","Login Feature","login.spec.ts","",""
"","691","has title","Chromium","2026-03-03","passed","2026-03-03","","example.spec.ts","",""
"","986","User can login successfully","Firefox","2026-03-03","passed","2026-03-03","Login Feature","login.spec.ts","",""
"","163","Validate GET users API","WebKit","2026-03-03","passed","2026-03-03","API Tests - ReqRes","api.spec.ts","",""
"","966","get started link","Chromium","2026-03-03","passed","2026-03-03","","example.spec.ts","",""
"","6703","get started link","WebKit","2026-03-03","passed","2026-03-03","","example.spec.ts","",""
"","164","Validate GET users API","Firefox","2026-03-03","passed","2026-03-03","API Tests - ReqRes","api.spec.ts","",""
"","274","Validate GET users API","Chromium","2026-03-03","passed","2026-03-03","API Tests - ReqRes","api.spec.ts","",""
"","779","User can login successfully","Chromium","2026-03-03","passed","2026-03-03","Login Feature","login.spec.ts","",""
"","6161","has title","WebKit","2026-03-03","passed","2026-03-03","","example.spec.ts","",""
