"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3032","has title","WebKit","2026-04-29","passed","2026-04-29","","example.spec.ts","",""
"","2480","get started link","Firefox","2026-04-29","passed","2026-04-29","","example.spec.ts","",""
"","787","has title","Chromium","2026-04-29","passed","2026-04-29","","example.spec.ts","",""
"","791","User can login successfully","Chromium","2026-04-29","passed","2026-04-29","Login Feature","login.spec.ts","",""
"","314","Validate GET users API","Chromium","2026-04-29","passed","2026-04-29","API Tests - ReqRes","api.spec.ts","",""
"","979","get started link","Chromium","2026-04-29","passed","2026-04-29","","example.spec.ts","",""
"","1829","User can login successfully","WebKit","2026-04-29","passed","2026-04-29","Login Feature","login.spec.ts","",""
"","87","Validate GET users API","WebKit","2026-04-29","passed","2026-04-29","API Tests - ReqRes","api.spec.ts","",""
"","98","Validate GET users API","Firefox","2026-04-29","passed","2026-04-29","API Tests - ReqRes","api.spec.ts","",""
"","1032","User can login successfully","Firefox","2026-04-29","passed","2026-04-29","Login Feature","login.spec.ts","",""
"","2194","has title","Firefox","2026-04-29","passed","2026-04-29","","example.spec.ts","",""
"","5186","get started link","WebKit","2026-04-29","passed","2026-04-29","","example.spec.ts","",""
