"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","247","Validate GET users API","WebKit","2026-03-10","passed","2026-03-10","API Tests - ReqRes","api.spec.ts","",""
"","1014","get started link","Chromium","2026-03-10","passed","2026-03-10","","example.spec.ts","",""
"","2069","has title","Firefox","2026-03-10","passed","2026-03-10","","example.spec.ts","",""
"","886","User can login successfully","Chromium","2026-03-10","passed","2026-03-10","Login Feature","login.spec.ts","",""
"","2452","get started link","Firefox","2026-03-10","passed","2026-03-10","","example.spec.ts","",""
"","15770","get started link","WebKit","2026-03-10","passed","2026-03-10","","example.spec.ts","",""
"","13873","has title","WebKit","2026-03-10","passed","2026-03-10","","example.spec.ts","",""
"","266","Validate GET users API","Firefox","2026-03-10","passed","2026-03-10","API Tests - ReqRes","api.spec.ts","",""
"","462","Validate GET users API","Chromium","2026-03-10","passed","2026-03-10","API Tests - ReqRes","api.spec.ts","",""
"","2072","User can login successfully","WebKit","2026-03-10","passed","2026-03-10","Login Feature","login.spec.ts","",""
"","763","has title","Chromium","2026-03-10","passed","2026-03-10","","example.spec.ts","",""
"","991","User can login successfully","Firefox","2026-03-10","passed","2026-03-10","Login Feature","login.spec.ts","",""
