"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2363","has title","Firefox","2026-04-06","passed","2026-04-06","","example.spec.ts","",""
"","758","has title","Chromium","2026-04-06","passed","2026-04-06","","example.spec.ts","",""
"","6963","get started link","WebKit","2026-04-06","passed","2026-04-06","","example.spec.ts","",""
"","255","Validate GET users API","Chromium","2026-04-06","passed","2026-04-06","API Tests - ReqRes","api.spec.ts","",""
"","739","User can login successfully","Chromium","2026-04-06","passed","2026-04-06","Login Feature","login.spec.ts","",""
"","86","Validate GET users API","Firefox","2026-04-06","passed","2026-04-06","API Tests - ReqRes","api.spec.ts","",""
"","89","Validate GET users API","WebKit","2026-04-06","passed","2026-04-06","API Tests - ReqRes","api.spec.ts","",""
"","2692","get started link","Firefox","2026-04-06","passed","2026-04-06","","example.spec.ts","",""
"","1796","User can login successfully","WebKit","2026-04-06","passed","2026-04-06","Login Feature","login.spec.ts","",""
"","1072","User can login successfully","Firefox","2026-04-06","passed","2026-04-06","Login Feature","login.spec.ts","",""
"","997","get started link","Chromium","2026-04-06","passed","2026-04-06","","example.spec.ts","",""
"","4484","has title","WebKit","2026-04-06","passed","2026-04-06","","example.spec.ts","",""
