"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1023","get started link","Chromium","2026-03-12","passed","2026-03-12","","example.spec.ts","",""
"","5390","has title","WebKit","2026-03-12","passed","2026-03-12","","example.spec.ts","",""
"","3112","get started link","Firefox","2026-03-12","passed","2026-03-12","","example.spec.ts","",""
"","2441","has title","Firefox","2026-03-12","passed","2026-03-12","","example.spec.ts","",""
"","348","Validate GET users API","Firefox","2026-03-12","passed","2026-03-12","API Tests - ReqRes","api.spec.ts","",""
"","1933","User can login successfully","WebKit","2026-03-12","passed","2026-03-12","Login Feature","login.spec.ts","",""
"","1027","User can login successfully","Chromium","2026-03-12","passed","2026-03-12","Login Feature","login.spec.ts","",""
"","192","Validate GET users API","WebKit","2026-03-12","passed","2026-03-12","API Tests - ReqRes","api.spec.ts","",""
"","1137","User can login successfully","Firefox","2026-03-12","passed","2026-03-12","Login Feature","login.spec.ts","",""
"","7651","get started link","WebKit","2026-03-12","passed","2026-03-12","","example.spec.ts","",""
"","746","has title","Chromium","2026-03-12","passed","2026-03-12","","example.spec.ts","",""
"","329","Validate GET users API","Chromium","2026-03-12","passed","2026-03-12","API Tests - ReqRes","api.spec.ts","",""
