"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","136","Validate GET users API","Firefox","2026-06-13","passed","2026-06-13","API Tests - ReqRes","api.spec.ts","",""
"","2498","get started link","Firefox","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","422","Validate GET users API","Chromium","2026-06-13","passed","2026-06-13","API Tests - ReqRes","api.spec.ts","",""
"","1062","get started link","Chromium","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","1210","User can login successfully","Firefox","2026-06-13","passed","2026-06-13","Login Feature","login.spec.ts","",""
"","7548","get started link","WebKit","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","142","Validate GET users API","WebKit","2026-06-13","passed","2026-06-13","API Tests - ReqRes","api.spec.ts","",""
"","992","has title","Chromium","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","6587","has title","WebKit","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
"","1699","User can login successfully","WebKit","2026-06-13","passed","2026-06-13","Login Feature","login.spec.ts","",""
"","1007","User can login successfully","Chromium","2026-06-13","passed","2026-06-13","Login Feature","login.spec.ts","",""
"","2389","has title","Firefox","2026-06-13","passed","2026-06-13","","example.spec.ts","",""
