"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21906","get started link","WebKit","2026-06-26","passed","2026-06-26","","example.spec.ts","",""
"","694","User can login successfully","Chromium","2026-06-26","passed","2026-06-26","Login Feature","login.spec.ts","",""
"","84","Validate GET users API","WebKit","2026-06-26","passed","2026-06-26","API Tests - ReqRes","api.spec.ts","",""
"","2586","get started link","Firefox","2026-06-26","passed","2026-06-26","","example.spec.ts","",""
"","2233","has title","Firefox","2026-06-26","passed","2026-06-26","","example.spec.ts","",""
"","2866","User can login successfully","WebKit","2026-06-26","passed","2026-06-26","Login Feature","login.spec.ts","",""
"","87","Validate GET users API","Firefox","2026-06-26","passed","2026-06-26","API Tests - ReqRes","api.spec.ts","",""
"","954","User can login successfully","Firefox","2026-06-26","passed","2026-06-26","Login Feature","login.spec.ts","",""
"","917","has title","Chromium","2026-06-26","passed","2026-06-26","","example.spec.ts","",""
"","18123","has title","WebKit","2026-06-26","passed","2026-06-26","","example.spec.ts","",""
"","321","Validate GET users API","Chromium","2026-06-26","passed","2026-06-26","API Tests - ReqRes","api.spec.ts","",""
"","912","get started link","Chromium","2026-06-26","passed","2026-06-26","","example.spec.ts","",""
