"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","111","Validate GET users API","Firefox","2026-06-15","passed","2026-06-15","API Tests - ReqRes","api.spec.ts","",""
"","1005","User can login successfully","Firefox","2026-06-15","passed","2026-06-15","Login Feature","login.spec.ts","",""
"","6388","has title","WebKit","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","441","Validate GET users API","Chromium","2026-06-15","passed","2026-06-15","API Tests - ReqRes","api.spec.ts","",""
"","1678","User can login successfully","WebKit","2026-06-15","passed","2026-06-15","Login Feature","login.spec.ts","",""
"","92","Validate GET users API","WebKit","2026-06-15","passed","2026-06-15","API Tests - ReqRes","api.spec.ts","",""
"","952","has title","Chromium","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","2767","get started link","Firefox","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","2283","has title","Firefox","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","7653","get started link","WebKit","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
"","897","User can login successfully","Chromium","2026-06-15","passed","2026-06-15","Login Feature","login.spec.ts","",""
"","1186","get started link","Chromium","2026-06-15","passed","2026-06-15","","example.spec.ts","",""
