"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7332","get started link","WebKit","2026-04-13","passed","2026-04-13","","example.spec.ts","",""
"","268","Validate GET users API","Chromium","2026-04-13","passed","2026-04-13","API Tests - ReqRes","api.spec.ts","",""
"","1054","User can login successfully","Firefox","2026-04-13","passed","2026-04-13","Login Feature","login.spec.ts","",""
"","96","Validate GET users API","Firefox","2026-04-13","passed","2026-04-13","API Tests - ReqRes","api.spec.ts","",""
"","743","User can login successfully","Chromium","2026-04-13","passed","2026-04-13","Login Feature","login.spec.ts","",""
"","2581","get started link","Firefox","2026-04-13","passed","2026-04-13","","example.spec.ts","",""
"","2106","has title","Firefox","2026-04-13","passed","2026-04-13","","example.spec.ts","",""
"","1856","User can login successfully","WebKit","2026-04-13","passed","2026-04-13","Login Feature","login.spec.ts","",""
"","951","get started link","Chromium","2026-04-13","passed","2026-04-13","","example.spec.ts","",""
"","103","Validate GET users API","WebKit","2026-04-13","passed","2026-04-13","API Tests - ReqRes","api.spec.ts","",""
"","849","has title","Chromium","2026-04-13","passed","2026-04-13","","example.spec.ts","",""
"","4915","has title","WebKit","2026-04-13","passed","2026-04-13","","example.spec.ts","",""
