"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2151","has title","Firefox","2026-06-03","passed","2026-06-03","","example.spec.ts","",""
"","4438","has title","WebKit","2026-06-03","passed","2026-06-03","","example.spec.ts","",""
"","1007","User can login successfully","Firefox","2026-06-03","passed","2026-06-03","Login Feature","login.spec.ts","",""
"","121","Validate GET users API","WebKit","2026-06-03","passed","2026-06-03","API Tests - ReqRes","api.spec.ts","",""
"","983","get started link","Chromium","2026-06-03","passed","2026-06-03","","example.spec.ts","",""
"","5686","get started link","WebKit","2026-06-03","passed","2026-06-03","","example.spec.ts","",""
"","123","Validate GET users API","Firefox","2026-06-03","passed","2026-06-03","API Tests - ReqRes","api.spec.ts","",""
"","393","Validate GET users API","Chromium","2026-06-03","passed","2026-06-03","API Tests - ReqRes","api.spec.ts","",""
"","1665","User can login successfully","WebKit","2026-06-03","passed","2026-06-03","Login Feature","login.spec.ts","",""
"","941","has title","Chromium","2026-06-03","passed","2026-06-03","","example.spec.ts","",""
"","2562","get started link","Firefox","2026-06-03","passed","2026-06-03","","example.spec.ts","",""
"","866","User can login successfully","Chromium","2026-06-03","passed","2026-06-03","Login Feature","login.spec.ts","",""
