"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1950","User can login successfully","WebKit","2026-05-13","passed","2026-05-13","Login Feature","login.spec.ts","",""
"","2850","get started link","Firefox","2026-05-13","passed","2026-05-13","","example.spec.ts","",""
"","920","has title","Chromium","2026-05-13","passed","2026-05-13","","example.spec.ts","",""
"","335","Validate GET users API","Chromium","2026-05-13","passed","2026-05-13","API Tests - ReqRes","api.spec.ts","",""
"","94","Validate GET users API","Firefox","2026-05-13","passed","2026-05-13","API Tests - ReqRes","api.spec.ts","",""
"","1061","get started link","Chromium","2026-05-13","passed","2026-05-13","","example.spec.ts","",""
"","863","User can login successfully","Chromium","2026-05-13","passed","2026-05-13","Login Feature","login.spec.ts","",""
"","1149","User can login successfully","Firefox","2026-05-13","passed","2026-05-13","Login Feature","login.spec.ts","",""
"","3520","has title","WebKit","2026-05-13","passed","2026-05-13","","example.spec.ts","",""
"","5892","get started link","WebKit","2026-05-13","passed","2026-05-13","","example.spec.ts","",""
"","192","Validate GET users API","WebKit","2026-05-13","passed","2026-05-13","API Tests - ReqRes","api.spec.ts","",""
"","2508","has title","Firefox","2026-05-13","passed","2026-05-13","","example.spec.ts","",""
