"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","205","Validate GET users API","Chromium","2026-05-29","passed","2026-05-29","API Tests - ReqRes","api.spec.ts","",""
"","2259","has title","Firefox","2026-05-29","passed","2026-05-29","","example.spec.ts","",""
"","13198","get started link","WebKit","2026-05-29","passed","2026-05-29","","example.spec.ts","",""
"","746","User can login successfully","Chromium","2026-05-29","passed","2026-05-29","Login Feature","login.spec.ts","",""
"","874","has title","Chromium","2026-05-29","passed","2026-05-29","","example.spec.ts","",""
"","9301","has title","WebKit","2026-05-29","passed","2026-05-29","","example.spec.ts","",""
"","2598","get started link","Firefox","2026-05-29","passed","2026-05-29","","example.spec.ts","",""
"","2486","User can login successfully","WebKit","2026-05-29","passed","2026-05-29","Login Feature","login.spec.ts","",""
"","917","get started link","Chromium","2026-05-29","passed","2026-05-29","","example.spec.ts","",""
"","942","User can login successfully","Firefox","2026-05-29","passed","2026-05-29","Login Feature","login.spec.ts","",""
"","83","Validate GET users API","WebKit","2026-05-29","passed","2026-05-29","API Tests - ReqRes","api.spec.ts","",""
"","83","Validate GET users API","Firefox","2026-05-29","passed","2026-05-29","API Tests - ReqRes","api.spec.ts","",""
