"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2799","get started link","Firefox","2026-05-27","passed","2026-05-27","","example.spec.ts","",""
"","881","get started link","Chromium","2026-05-27","passed","2026-05-27","","example.spec.ts","",""
"","143","Validate GET users API","WebKit","2026-05-27","passed","2026-05-27","API Tests - ReqRes","api.spec.ts","",""
"","7070","get started link","WebKit","2026-05-27","passed","2026-05-27","","example.spec.ts","",""
"","1070","User can login successfully","Firefox","2026-05-27","passed","2026-05-27","Login Feature","login.spec.ts","",""
"","2343","has title","Firefox","2026-05-27","passed","2026-05-27","","example.spec.ts","",""
"","693","has title","Chromium","2026-05-27","passed","2026-05-27","","example.spec.ts","",""
"","963","User can login successfully","Chromium","2026-05-27","passed","2026-05-27","Login Feature","login.spec.ts","",""
"","502","Validate GET users API","Chromium","2026-05-27","passed","2026-05-27","API Tests - ReqRes","api.spec.ts","",""
"","1631","User can login successfully","WebKit","2026-05-27","passed","2026-05-27","Login Feature","login.spec.ts","",""
"","130","Validate GET users API","Firefox","2026-05-27","passed","2026-05-27","API Tests - ReqRes","api.spec.ts","",""
"","1376","has title","WebKit","2026-05-27","passed","2026-05-27","","example.spec.ts","",""
